Clause,Line_ID,Paragraph
41,Clause_41_3,"discharge the entire cargo against presentation of a L.O.I. in Owners P+I Club wording, signed by Charterers only."
41,Clause_41_4,"All Bills of Lading issued under this Charter Party must contain the following clause: ""Any dispute under this Bill of Lading including matters of general average shall be decided according to English law to the exclusive jurisdiction of the court of justice in England""."
41,Clause_41_5,"All terms and conditions, liberties and exceptions of charter party between head Charterers and Owners including the law and arbitration clause are herewith incorporated."
41,Clause_41_6,No original bills of lading are to be carried onboard the vessel to the port(s) of destination under this charter party.
42,Clause_42_1,For trading in Far Eastern Russian ports / South Korea/Japan/China during high risk period for Asian Gypsy Moth following to apply:
42,Clause_42_1,For trading in South Korea / Japan / China during high risk period for Asian Gypsy Moth following to apply:
42,Clause_42_1,"For trading South Korea/Japan/China during high risk period for Asian Gypsy Moth following to apply: Prior to redelivery, Charterers to arrange for an inspection of the Vessel by a survey firm approved by U.S, Canadian, Australian authorities, and for issue of a phytosanitary AGM free certificate, stating that the Vessel has been inspected and is free of Asian Gypsy Moth, at their time and expense. Should the surveyor discover Asian Gypsy Moth, fumigation to be arranged by and paid for by the Charterers and the Vessel to remain onhire."
42,Clause_42_2,"Prior to redelivery, Charterers to arrange for an inspection of the vessel by a survey firm approved by U.S, Canadian, Australian authorities, and for issue of a phytosanitary AGM free certificate, stating that the vessel has been inspected and is free of Asian Gypsy Moth, at their time and expense. Should the surveyor discover Asian Gypsy Moth, fumigation to be arranged by and paid for by the Charterers and the vessel to remain on-hire."
42,Clause_42_2,"Prior to redelivery, Charterers to arrange for an inspection of the vessel by a survey firm approved by U.S, Canadian, Australian authorities, and for issue of a phytosanitary AGM free certificate, stating that the vessel has been inspected and is free of Asian Gypsy Moth, at their time and expense. Should the surveyor discover Asian Gypsy Moth, fumigation to be arranged by and paid for by the Charterers and the vessel to remain onhire."
42,Clause_42_3,"After vessel has been fumigated and been re-inspected, the surveyor to issue an AGM certificate that vessel is free of Asian Gypsy Moth. In any case Charterers guarantee that prior to the vessel's departure from any AGM risk South Korean, Japanese and Chinese port the vessel will be provided with AGM free phytosanitary certificate by approved survey firm which will remain on board the vessel."
42,Clause_42_3,"After vessel has been fumigated and been reinspected, the surveyor to issue an AGM certificate that vessel is free of Asian Gypsy Moth. In any case Charterers guarantee that prior to the vessel's departure from any AGM risk South Korean, Japanese and Chinese port the vessel will be provided with AGM free phytosanitary certificate by approved survey firm which will remain on board the vessel."
43,Clause_43_1,"Owners warrant that during the term of the Charter, the vessel shall be in full compliance with all U.S. Coast Guard Pollution and Safety Regulations as contained in, but not limited to, Titles 33 and 46 of the Code of Federal Regulations, as amended."
43,Clause_43_2,"Any and all delay to the vessel resulting from such non-compliance shall not count as laytime or, if laytime has expired, as time on demurrage."
43,Clause_43_2,"Any and all delay to the vessel resulting from such noncompliance shall not count as laytime or, if laytime has expired, as time on demurrage."
43,Clause_43_3,Also the Owners recognize that the flag state of the vessel is on the USCG Targeted List of Flag States.
43,Clause_43_4,"As the Owners are aware, this means that the vessel will be subject to a strict USCG inspection before being allowed to commence cargo operations in the U.S."
43,Clause_43_5,"Any time lost as a result of the inspection or the inspection procedure will be for the Owners' account and, if any deficiencies are found and have to be corrected before the commencement of cargo operations, any time lost to be for Owners' account."
44,Clause_44_1,"Charterers have the option of co-stowing cargoes of different grades in the same hold, with or without artificial separations. In such case, Charterers indemnify Owners against risks of cargo claims and hold them harmless for any delays / expenses / losses related to contamination which results from co-mingling where such cargoes are co-stowed in the same hold. Charterers may install artificial steel cargo separations in holds, which may be spot-welded and same to be removed prior to redelivery at Charterer's time and expense."
44,Clause_44_1,"Charterers have the option of costowing cargoes of different grades in the same hold, with or without artificial separations. In such case, Charterers indemnify Owners against risks of cargo claims and hold them harmless for any delays / expenses / losses related to contamination which results from comingling where such cargoes are costowed in the same hold. Charterers may install artificial steel cargo separations in holds, which may be spotwelded and same to be removed prior to redelivery at Charterer's time and expense."
45,Clause_45_1,Vessel has on board an approved trim and stability manual in accordance with the requirement of Chapter VI SOLAS Regulations 1974.
46,Clause_46_1,"Owner warrants that the vessel has on board ""The International Tonnage Certificate 1969"" in full accordance with IMO requirements and the International Convention on Tonnage Measurement of Ships, 1969."
47,Clause_47_1,"(a) The Charterers shall have the right, where and when it is customary and safe for vessels of similar size and type to do so, to order the vessel to go, lie or remain alongside another barge or floating crane at such safe dock, wharf, anchorage or other place for loading/discharging of cargo and/or bunkering."
47,Clause_47_2,(b) The Charterers shall pay for and provide such assistance and equipment as may be required by Master to enable any of the operations mentioned in this clause safely to be completed and shall give the Owners such advance notice as they reasonably can of the details of any such operations.
47,Clause_47_3,"(c) Without prejudice to the generality of the Charterers' rights under (a) and (b), it is expressly agreed that the master shall have the right to refuse to allow the vessel to perform as provided in (a) and (b) if in his opinion it is not safe so to do and if the weather/sea conditions deteriorates has the right at any time to order his vessel to sail if he considers it unsafe for his vessel to remain double banked. Master's action will not interrupt hire from running."
47,Clause_47_4,(d) The Owners shall be entitled to insure any deductible under the vessel's hull policy and the Charterers shall reimburse the Owners any additional premium(s) required by the vessel's underwriters and/or the cost of insuring any deductible under the vessels hull policy.
47,Clause_47_5,"(e) The Charterers shall further indemnify the Owners for any costs, damage and liabilities resulting from such operation. The vessel shall remain on hire for any time lost including periods for repairs as a result of such operation."
47,Clause_47_5,"(e) The Charterers shall further indemnify the Owners for any costs, damages and liabilities resulting from such operations. The Vessel shall remain on hire for any time lost including periods for repairs as a result of such operation."
48,Clause_48_1,"Charterers shall have the option of placing small cranes on vessel's main deck to facilitate discharging in Thailand, Taiwan and Vietnam. Weight of crane(s) are not to exceed vessel's deck strength. Charterers are to put adequate fendings / protections and dunnage underneath the cranes, so that the weight of the crane is uniformly spread on the deck to Master's satisfaction. It is explicitly agreed that no welding of these cranes or their accessories I equipment will take place on vessel's deck, coamings or hatch covers and no cutting to vessel's fittings and/or equipment is allowed to facilitate placement of such cranes on board."
48,Clause_48_2,"Above method of discharge with small cranes placed on board is always at Charterers' time, risk and expenses. It is explicitly understood that no detachment/removal of hatch covers are allowed under this clause."
49,Clause_49_1,Dry-docking allowed in case of emergency only.
49,Clause_49_1,Drydocking allowed in case of emergency only.
49,Clause_49_1,"No dry docking allowed during the currency of this Charter Party, allowed only in case of emergency."
50,Clause_50_1,1. Installation of mooring bits on deck is allowed under the following condition.
50,Clause_50_2,"Time, risk and expenses for loading of such mooring bits, installation, removing, discharging, repairing and any work related to this installation, to be for Charterers' account. Charterers is fully responsible for any and all damages and consequence, and those expenses to be for Charterers' account. Charterers is responsible for recovering to its original condition after removing such mooring bits. Supervising of class surveyor to be done from decision of the place of installation until confirmation of recovery status after removing. And such certificate of confirmation from class surveyor is required."
50,Clause_50_2,"Time, risk and expenses for loading of such mooring bits, installation, removing, discharging, repairing and any work related to this installation, to be for Charterers' account. Charterers is fully responsible for any and all damages and consequence, and those expenses to be for Charterers' account. Charterers is responsible for recovering to its original condition after removing such mooring bits. Supervising of class"
50,Clause_50_3,Painting of top side tank to be applied and recovered to original condition.
50,Clause_50_3,Painting of top side tank to be applied and recovered to original condition.
50,Clause_50_4,Charterers to inform us name of LR surveyor who will attend and instructions of the place and means of installation.
50,Clause_50_5,2. Charterers warrant to take all possible measures to prevent drugs to go or concealed on board the vessel. Non-compliance with the provisions of this Clause shall amount to breach of warranty for the consequences of which Charterers shall be liable and shall hold the Owners/master and crew of the Vessel harmless and indemnified against all claims whatsoever which may and be made against them individually or jointly.
50,Clause_50_5,2. Charterers warrant to take all possible measures to prevent drugs to go or concealed on board the vessel. Noncompliance with the provisions of this Clause shall amount to breach of warranty for the consequences of which Charterers shall be liable and shall hold the Owners/master and crew of the Vessel harmless and indemnified against all claims whatsoever which may and be made against them individually or jointly.
50,Clause_50_5,"Charterers warrant to take all possible measures to prevent drugs to go or concealed on board the vessel. Non- compliance with the provisions of this Clause shall amount to breach of warranty for the consequences of which Charterers shall be liable and shall hold the Owners/master and crew of the Vessel harmless and indemnified against all claims whatsoever which may and be made against them individually or jointly. Furthermore alltime lost and all expenses incurred, including fines shall be for Charterers' account and vessel will remain on hire."
50,Clause_50_6,"Furthermore all-time lost and all expenses incurred, including fines shall be for Charterers' account and vessel will remain on hire."
50,Clause_50_6,"Furthermore alltime lost and all expenses incurred, including fines shall be for Charterers' account and vessel will remain on hire."
51,Clause_51_1,Export and/or import permits for cargo and trade to be at Charterers' risk and expenses. Taxation for levies in respect of cargo and trade to be for Charterers' account and to be paid by Charterers.
52,Clause_52_1,"Charterers have the option to load cargo in rain under suitable tenting and tarping at Shipper's/ Charterers' risk against shipper's/Charterers' single Letter of Indemnity. Owners/Master to liaise with load port agents/terminal foreman to facilitate smooth cargo loading. Owners/Master to use his discretion to load under rain. Charterers will be responsible for all, any cargo damage claims, costs due to loading cargo in rain, even after receipt of relevant Letter of Indemnity."
52,Clause_52_1,Charterers have the option to load cargo in rain under suitable tenting and tarping at Shipper's/ Charterers' risk against shipper's/Charterers' single Letter of Indemnity.
52,Clause_52_2,"Owners/Master to liaise with load port agents/terminal foreman to facilitate smooth cargo loading. Owners/Master to use his discretion to load under rain. Charterers will be responsible for all, any cargo damage claims, costs due to loading cargo in rain, even after receipt of relevant Letter of Indemnity."
53,Clause_53_1,(a) The Charterers shall instruct the terminal operators or their representatives to cooperate with the master in completing the IMO ship/shore safety checklist and shall arrange all cargo operations strictly in accordance with the guidelines set out therein.
53,Clause_53_2,"(b) In addition to the above and notwithstanding any provision in this Charter Party in respect of loading discharging rates, the Charterers shall instruct the terminal operators to load/discharge the vessel in accordance with the loading/discharging plan, which shall be approved by the master with due regard to the vessel's draught, trim, stability, stress or any other factor which may affect the safety of the vessel."
53,Clause_53_3,"(c) At any time during cargo operations the master may, if he deems it necessary for reasons of safety of the vessel, instruct the terminal operators or their representatives to slow down or stop the loading or discharging."
53,Clause_53_4,(d) Compliance with the provisions of this clause shall not affect the counting of laytime and vessel will remain on-hire.
53,Clause_53_4,(d) Compliance with the provisions of this clause shall not affect the counting of laytime and vessel will remain onhire.
54,Clause_54_1,"a) (i) the Owners shall comply with the requirements of the international code for the security of ships and of port facilities and the relevant amendments to chapter XI of SOLAS (ISPS code) relating to the vessel and ""the company"" (as defined by the ISPS code). If trading to or from the United States or passing through United States waters, the Owners shall also comply with the requirements of the US maritime transportation security act 2002 (MTSA) relating to the vessel and the ""Owner"" (as defined by the MTSA). (ii) upon request the Owners shall provide the Charterers with a copy of the relevant international ship security certificate (or the interim international ship security certificate) and the full style contact details of the company security officer (CSO)."
54,Clause_54_1,"a) (i) the Owners shall comply with the requirements of the international code for the security of ships and of port facilities and the relevant amendments to chapter XI of SOLAS (ISPS code) relating to the vessel and ""the company"" (as defined by the ISPS code). If trading to or from the United States or passing through United States waters, the Owners shall also comply with the requirements of the US maritime transportation security act 2002 (MTSA) relating to the vessel and the ""Owner"" (as defined by the MTSA)."
54,Clause_54_2,"(iii) loss, damages, expense or delay (excluding consequential loss, damages, expense or delay) caused by failure on the part of the Owners or ""the company""/""Owner"" to comply with the requirements of the ISPS code/MTSA or this clause shall be for the Owners' account, except as otherwise provided in this Charter Party."
54,Clause_54_2,"(iii) loss, damages, expense or delay (excluding consequential loss, damages, expense or delay) caused by failure on the part of the Owners or ""the company""""Owner"" to comply with the requirements of the ISPS code/MTSA or this clause shall be for the Owners' account, except as otherwise provided in this Charter Party."
54,Clause_54_3,"(b) (i) the Charterers shall provide the Owners and the master with their full style contact details and, upon request, any other information the Owners require to comply with the ISPS code/MTSA. Where subletting is permitted under the terms of this Charter Party, the Charterers shall ensure that the contact details of all sub-charterers are likewise provided to the Owners and the Master. Furthermore, the Charterers shall ensure that all sub-charter parties they enter into during the period of this charter party contain the following provision:"
54,Clause_54_3,"(b) (i) the Charterers shall provide the Owners and the master with their full style contact details and, upon request, any other information the Owners require to comply with the ISPS code/MTSA. Where subletting is permitted under the terms of this Charter Party, the Charterers shall ensure that the contact details of all subcharterers are likewise provided to the Owners and the Master. Furthermore, the Charterers shall ensure that all subcharter parties they enter into during the period of this charter party contain the following provision:"
54,Clause_54_4,"""The Charterers shall provide the Owners with their full style contact details and, where subletting is permitted under the terms of the charter party, shall ensure that the contact details of all sub-charterers are likewise provided to the Owners""."
54,Clause_54_4,"""The Charterers shall provide the Owners with their full style contact details and, where subletting is permitted under the terms of the charter party, shall ensure that the contact details of all subcharterers are likewise provided to the Owners""."
54,Clause_54_4,"""The Charterers shall provide the Owners with their full style contact details and, where subletting is permitted under the terms"
54,Clause_54_4,"of the charter party, shall ensure that the contact details of all subcharterers are likewise provided to the Owners""."
54,Clause_54_5,"(ii) loss, damages, expense or delay (excluding consequential loss, damages, expense or delay) caused by failure on the part of the Charterers to comply with this clause shall be for the Charterers' account, except as otherwise provided in this Charter Party."
54,Clause_54_6,"(c) notwithstanding anything else contained in this Charter Party all delay, costs or expenses whatsoever arising out of or related to security regulations or measures required by the port facility or any relevant authority in accordance with the ISPS code/MTSA including, but not limited to, security guards, launch services, vessel escorts, security fees or taxes and inspections, shall be for the Charterers' account, unless such costs or expenses result solely from the negligence of the Owners, Master or crew. All measures required by the Owners to comply with the ship security plan shall be for the Owners' account. (d) if either party makes any payment which is for the other party's account according to this clause, the other party shall indemnify the paying party."
54,Clause_54_6,"(c) notwithstanding anything else contained in this Charter Party all delay, costs or expenses whatsoever arising out of or related to security regulations or measures required by the port facility or any relevant authority in accordance with the ISPS code/MTSA including, but not limited to, security guards, launch services, vessel escorts, security fees or taxes and inspections, shall be for the Charterers' account, unless such costs or expenses result solely from the negligence of the Owners, Master or crew. All measures required by the Owners to comply with the ship security plan shall be for the Owners' account."
54,Clause_54_7,(ii) upon request the Owners shall provide the Charterers with a copy of the relevant international ship security certificate (or the interim international ship security certificate) and the full style contact details of the company security officer (CSO).
54,Clause_54_8,"(d) if either party makes any payment which is for the other party's account according to this clause, the other party shall indemnify the paying party."
54,Clause_54_2,"(iii) Loss, damages, expense or delay (excluding consequential loss, damages, expense or delay) caused by failure on the part of the Owners or ""the Company"" / ""Owner"" to comply with the requirements of the ISPS Code / MTSA or this Clause shall be for the Owners' account, except as otherwise provided in this Charter Party."
54,Clause_54_5,"(ii) Loss, damages, expense or delay (excluding consequential loss, damages, expense or delay) caused by failure on the part of the Charterers to comply with this Clause shall be for the Charterers' account, except as otherwise provided in this Charter Party, and any delay caused by such failure shall count as laytime or time on demurrage."
54,Clause_54_8,"(e) If either party makes any payment which is for the other party's account according to this Clause, the other party shall indemnify the paying party."
55,Clause_55_1,"(a) If the Vessel loads or carries cargo destined for the US or passing through US ports in transit, the Charterers shall comply with the current US Customs regulations (19 CFR 4.7) or any subsequent amendments thereto and shall undertake the role of carrier for the purposes of such regulations and shall, in their own name, time and expense:"
55,Clause_55_2,i) Have in place a SCAC (Standard Carrier Alpha Code);
55,Clause_55_3,ii) Have in place an ICB (International Carrier Bond);
55,Clause_55_4,iii) Provide the Owners with a timely confirmation of i) and ii) above; and
55,Clause_55_5,iv) Submit a cargo declaration by AMS (Automated Manifest System) to the US Customs and provide the Owners at the same time with a copy thereof.
55,Clause_55_6,"(b) The Charterers assume liability for and shall indemnify, defend and hold harmless the Owners against any loss and/or damage whatsoever (including consequential loss and/or damage) and/or any expenses, fines, penalties and all other claims of whatsoever nature, including but not limited to legal costs, arising from the Charterers' failure to comply with any of the provisions of sub-clause (a). Should such failure result in any delay then, notwithstanding any provision in this Charter Party to the contrary, the Vessel shall remain on hire."
55,Clause_55_6,"(b) The Charterers assume liability for and shall indemnify, defend and hold harmless the Owners against any loss and/or damage whatsoever (including consequential loss and/or damage) and/or any expenses, fines, penalties and all other claims of whatsoever nature, including but not limited to legal costs, arising from the Charterers' failure to comply with any of the provisions of subclause (a). Should such failure result in any delay then, notwithstanding any provision in this Charter Party to the contrary, the Vessel shall remain on hire."
55,Clause_55_7,"(c) If the Charterers' ICB is used to meet any penalties, duties, taxes or other charges which are solely the responsibility of the Owners, the Owners shall promptly reimburse the Charterers for those amounts. (d) The assumption of the role of carrier by the Charterers pursuant to this Clause and for the purpose of the US Customs Regulations (19 CFR 4.7) shall be without prejudice to the identity of carrier under any Bill of Lading, other contract, law or regulation."
55,Clause_55_7,"(c) If the Charterers' ICB is used to meet any penalties, duties, taxes or other charges which are solely the responsibility of the Owners, the Owners shall promptly reimburse the Charterers for those amounts."
55,Clause_55_8,"(d) The assumption of the role of carrier by the Charterers pursuant to this Clause and for the purpose of the US Customs Regulations (19 CFR 4.7) shall be without prejudice to the identity of carrier under any Bill of Lading, other contract, law or regulation."
55,Clause_55_9,"However, guards required specifically due to vessel or crew to be for Owners account."
55,Clause_55_6,"(b) The Charterers assume liability for all and shall indemnify, defend and hold harmless the Owners against any loss and/or damage whatsoever (including consequential loss and/or damage) and/or any expenses, fines, penalties and all other claims of whatsoever nature, including bit mot limited to legal costs, arising from the Charterers' failure to comply with any of the provisions of subclause (a). Should such failure result in any delay then, notwithstanding any provision in this Charter Party to the contrary, the Vessel shall remain on hire."
56,Clause_56_1,"If the Vessel calls in the United States, including any U.S. territory, the following provisions shall apply with respect to any applicable security regulations or measures: Notwithstanding anything else contained in this Charter Party all costs or expenses arising out of or related to security regulations or measures required by any U.S. authority including, but not limited to, security guards, launch services, tug escorts, port security fees or taxes and inspections, shall be for the Charterers' account, unless such costs or expenses result solely from the Owners' negligence."
56,Clause_56_1,"If the Vessel calls in the United States, including any U.S. territory, the following provisions shall apply with respect to any applicable security regulations or measures:"
56,Clause_56_2,"Notwithstanding anything else contained in this Charter Party all costs or expenses arising out of or related to security regulations or measures required by any U.S. authority including, but not limited to, security guards, launch services, tug escorts, port security fees or taxes and inspections, shall be for the Charterers' account, unless such costs or expenses result solely from the Owners' negligence."
57,Clause_57_1,Negotiations and fixture to be kept strictly private and confidential.
58,Clause_58_1,"(a) The Vessel shall not be obliged to proceed to, continue or pass through any port, place, area or zone, or any waterway or canal (collectively ""Area"") which, in the sole judgement of the Master and/or the Owners, may expose the Vessel, her cargo, crew or other persons on board the Vessel to ionizing radiation from or contamination by radioactivity from any nuclear fuel, nuclear waste, or the radioactive, toxic, explosive or other hazardous or contaminating properties of any nuclear installation, reactor, or any component thereof (collectively referred to as ""Radioactivity"") which a competent local, national or international authority has advised is, or may be harmful, to human health. Should the Vessel be within any such Area which becomes harmful, or is likely to be or to become harmful to health due to Radioactivity after her entry into the Area, the Vessel shall be at liberty to leave immediately."
58,Clause_58_1,"(a) The Vessel shall not be obliged to proceed to, continue or pass through any port, place, area or zone, or any waterway or canal (collectively ""Area"") which, in the sole judgement of the Master and/or the Owners, may expose the Vessel, her cargo, crew or other persons on board the Vessel to ionizing radiation from or contamination by radioactivity from any nuclear fuel, nuclear waste, or the radioactive, toxic, explosive or other hazardous or contaminating properties of any nuclear"
58,Clause_58_1,"installation, reactor, or any component thereof (collectively referred to as ""Radioactivity"") which a competent local, national or international authority has advised is, or may be harmful, to human health. Should the Vessel be within any such Area which becomes harmful, or is likely to be or to become harmful to health due to Radioactivity after her entry into the Area, the Vessel shall be at liberty to leave immediately."
58,Clause_58_1,"radiation from or contamination by radioactivity from any nuclear fuel, nuclear waste, or the radioactive, toxic, explosive or other hazardous or contaminating properties of any nuclear installation, reactor, or any component thereof (collectively referred to as ""Radioactivity"") which a competent local, national or international authority has advised is, or may be harmful, to human health. Should the Vessel be within any such Area which becomes harmful, or is likely to be or to become harmful to health due to Radioactivity after her entry into the Area, the Vessel shall be at liberty to leave immediately."
58,Clause_58_1,"(a) The Vessel shall not be obliged to proceed to, continue or pass through any port, place, area or zone, or any waterway or canal (collectively ""Area"") which, in the sole judgement of the Master and/or the Owners, may expose the Vessel, her cargo, crew or other persons on board the Vessel to ionizing"
58,Clause_58_1,"(a) The Vessel shall not be obliged to proceed to, continue or pass through any port, place, area or zone, or any waterway or"
58,Clause_58_1,"canal (collectively ""Area"") which, in the sole judgement of the Master and/or the Owners, may expose the Vessel, her cargo, crew or other persons on board the Vessel to ionizing radiation from or contamination by radioactivity from any nuclear fuel, nuclear waste, or the radioactive, toxic, explosive or other hazardous or contaminating properties of any nuclear installation, reactor, or any component thereof (collectively referred to as ""Radioactivity"") which a competent local, national or international authority has advised is, or may be harmful, to human health. Should the Vessel be within any such Area which becomes harmful, or is likely to be or to become harmful to health due to Radioactivity after her entry into the Area, the Vessel shall be at liberty to leave immediately."
58,Clause_58_2,(b) If in accordance with sub-clause (a) the Owners decide that the Vessel shall not proceed or continue to or pass through the Area they must immediately advise the Charterers. The Charterers shall issue alternative voyage orders and shall indemnify and hold Owners harmless from any claims that holders of the Bills of Lading may raise due to delays caused by waiting for such orders and/or the performance of an alternative voyage. Vessel shall remain on hire throughout while waiting for and when complying with such new orders and all bunkers consumed shall be for Charterers' account.
58,Clause_58_2,(b) If in accordance with subclause (a) the Owners decide that the Vessel shall not proceed or continue to or pass through the Area they must immediately advise the Charterers. The Charterers shall issue alternative voyage orders and shall indemnify and hold Owners harmless from any claims that holders of the Bills of Lading may raise due to delays caused by waiting for such orders and/or the performance of an alternative voyage. Vessel shall remain on hire throughout while waiting for and when complying with such new orders and all bunkers consumed shall be for Charterers' account.
58,Clause_58_3,"(c) If the Charterers do not issue such alternative voyage orders within 48 hours of Owners notifying Charterers in accordance with sub-part (b) above, Owners may discharge any cargo already loaded at any safe port (including the port of loading). The Charterers shall be responsible for all time, costs and expenses incurred in connection with discharge of cargo by the Owners, and shall indemnify, defend, and hold harmless Owners from any and all claims from holders of the Bills of Lading or by any other party claiming an interest in the cargo."
58,Clause_58_3,"(c) If the Charterers do not issue such alternative voyage orders within 48 hours of Owners notifying Charterers in accordance with subpart (b) above, Owners may discharge any cargo already loaded at any safe port (including the port of loading). The Charterers shall be responsible for all time, costs and expenses incurred in connection with discharge of cargo by the Owners, and shall indemnify, defend, and hold harmless Owners from any and all claims from holders of the Bills of Lading or by any other party claiming an interest in the cargo."
58,Clause_58_4,"(d) Charterers warrant that they shall not load any cargoes, stem bunkers, or provide any other supplies which originate from areas affected by Radioactivity without the Owners' prior written consent."
58,Clause_58_5,"(e) Charterers shall indemnify, defend and hold Owners harmless from any and all claims brought by the crew or any third parties, and/or reimburse Owners for any damage to the Vessel due to Radioactivity which occurs or arises from performing in accordance with Charterers' orders under this Charter Party."
58,Clause_58_6,"(f) If in compliance with this Clause anything is done or not done, such shall not be deemed a deviation, but shall be considered as due fulfilment of this Charter Party. In the event of a conflict between the provisions of this Clause and any implied or express provision of the Charter Party, this Clause shall prevail to the extent of such conflict, but no further."
58,Clause_58_6,"(f) If in compliance with this Clause anything is done or not done, such shall not be deemed a deviation, but shall be considered as due fulfilment of this Charter Party. In the event of a conflict between the provisions of this Clause and any implied or express provision of the Charter Party, this Clause shall prevail to the extent of such conflict, but no further."
58,Clause_58_6,"(g) If in compliance with this Clause anything is done or not done, such shall not be deemed a deviation, but shall be considered as due fulfilment of this Charter Party. In the event of a conflict between the provisions of this Clause and any implied or express provision of the Charter Party, this Clause shall prevail to the extent of such conflict, but no further."
59,Clause_59_1,"Charterers will not trade to any place/port where vessel will be in breach of any resolutions/directives/ laws/regulations etc. issued by UN/US/EU/UK, flag or other applicable authority."
60,Clause_60_1,"(a) At the Charterers' option, Bills of Lading, waybills and delivery orders referred to in this Charter Party shall be issued, signed and transmitted in electronic form with the same effect as their paper equivalent."
60,Clause_60_2,"(b) for the purpose of sub-clause (a) the Owners shall subscribe to and use electronic (paperless) trading systems as directed by the Charterers, provided such systems are approved by the international group of P&I Clubs. Any fees incurred in subscribing to or for using such systems shall be for the Charterers' account."
60,Clause_60_3,"(c) The Charterers agree to hold the Owners harmless in respect of any additional liability arising from the use of the systems referred to in sub-clause (b), to the extent that such liability does not arise from Owners' negligence."
60,Clause_60_1,"A. At the charterers' option, Bills of Lading, waybills and delivery orders referred to in this Charter Party shall be issued, signed and transmitted in electronic form with the same effect as their paper equivalent."
60,Clause_60_3,"C. The charterers agree to hold the Owners harmless in respect of any additional liability arising from the use of the system referred to in sub-clause (b), to the extent that such liability does not arise from Owners' negligence."
61,Clause_61_1,Owners warrant that throughout the currency of this charter they will have valid certificates complying with the requirements of the applicable international conventions on civil liability for bunker oil pollution damage.
61,Clause_61_2,"If the vessel is required to enter US navigable waters or any port or place in the US, the Owners are to keep on board, a certificate of financial responsibility to enable the vessel to trade to U.S.A. and U.S.A. territories in compliance with current U.S. coast guard OPA 90 requirements in force at the current time."
61,Clause_61_2,"If the vessel is required to enter US navigable waters or any port or place in the US, the Owners are to keep on board, a certificate of financial responsibility to enable the vessel to trade to U.S.A. and U.S.A. territories in compliance with current"
61,Clause_61_2,U.S. coast guard OPA 90 requirements in force at the current time.
61,Clause_61_3,"Owners are to remain responsible for extra expenses and/or off hire periods for the vessel as a result of not having such valid and up to date certificate on board at times during the currency of this charter, when the vessel is trading to the U.S.A. and U.S.A. territories."
61,Clause_61_4,The Owners warrant that throughout the entire period of this charter the vessel shall be entered for the full cover available for oil pollution risks with a protection and indemnity association which is a member of the international group of P & I clubs and that the Charterers shall have the benefit of such insurance in so far as this is permitted by the vessel's P & I club.
62,Clause_62_1,"Both Owner and Charterer agree that if at any time during the Charter Party a bankruptcy event occurs in relation to either of them (the ""defaulting party"") the other party (""the non-defaulting party"") may exercise the option to terminate the Charter Party at any time by giving 2 calendar days' notice (the ""termination notice"") to the defaulting party. A termination notice shall be valid if sent by e-mail."
62,Clause_62_10,(f) is subject to an event in any jurisdiction which has a similar effect to any of the events listed in (a)(e) rejection of vessel nomination following insolvency etc.
62,Clause_62_11,"Without prejudice to any other contract terms, Charterers shall be at liberty to reject a vessel nomination if the vessel is owned or chartered by an entity which is, or on reasonable grounds is believed will be during the duration of the charter, subject to any insolvency, receivership, administration or other equivalent proceedings in any jurisdiction."
62,Clause_62_2,"Following service of a termination notice the Charter Party shall terminate on the given date (the ""termination date""). As at the termination date all performance obligations of both the defaulting and non- defaulting party shall terminate."
62,Clause_62_2,"Following service of a termination notice the Charter Party shall terminate on the given date (the ""termination date""). As at the termination date all performance obligations of both the defaulting and non defaulting party shall terminate."
62,Clause_62_3,"Termination of the Charter Party in accordance with this clause is without prejudice to and shall not affect any and all rights, accrued or otherwise, under contract, that either party may have against the other whether arising under contract, tort and statute or otherwise."
62,Clause_62_4,"For the purposes of this clause a ""bankruptcy event"" shall have occurred if a party:"
62,Clause_62_5,(a) institutes a proceeding seeking any relief or protection under any bankruptcy or insolvency law;
62,Clause_62_6,(b) has instituted against it a petition for its winding up or liquidation and which is not dismissed or discharged within 30 days of the date of petition;
62,Clause_62_7,"(c) has an administrator, receiver or equivalent appointed over its assets;"
62,Clause_62_8,"(d) enters into a scheme, arrangement or plan with or for the benefit of its creditors;"
62,Clause_62_9,(e) is subject to a reorganization under any bankruptcy or insolvency law; or
63,Clause_63_1,(a) This contract shall be governed by and construed in accordance with English law and any dispute arising out of or in connection with this contract shall be referred to arbitration in London in accordance with the arbitration act 1996 or any statutory modification or reenactment thereof save to the extent necessary to give effect to the provisions of this clause.
63,Clause_63_10,(iv) the mediation shall not affect the right of either party to seek such relief or take such steps as it considers necessary to protect its interest.
63,Clause_63_11,(v) either party may advise the tribunal that they have agreed to mediation. The arbitration procedure shall continue during the conduct of the mediation but the tribunal may take the mediation timetable into account when setting the timetable for steps in the arbitration.
63,Clause_63_12,"(vi) unless otherwise agreed or specified in the mediation terms, each party shall bear its own costs incurred in the mediation and the parties shall share equally the mediator's costs and expenses."
63,Clause_63_13,(vii) the mediation process shall be without prejudice and confidential and no information or documents disclosed during it shall be revealed to the tribunal except to the extent that they are disclosable under the law and procedure governing the arbitration.
63,Clause_63_2,The arbitration shall be conducted in accordance with the London Maritime Arbitrators Association (LMAA) terms current at the time when the arbitration proceedings are commenced.
